Date,Description,Amount,Payment_Method,Category
2026-01-16,BROADBAND BILL,1516.93,Cash,Bills
2026-01-17,UPI PVR CINEMAS CHENNAI,3031.02,Debit Card,Entertainment
2026-01-17,RESTAURANT PAYMENT,1675.01,Net Banking,Food
2026-01-17,UPI BAKERY PURCHASE VIJAYAWADA,739.08,UPI,Food
2026-01-17,HOSPITAL PAYMENT,853.78,UPI,Healthcare
2026-01-17,CLOTHING STORE REF656413,4076.83,Debit Card,Shopping
2026-01-17,HOSTEL FEE RENT,7580.27,Cash,Rent
2026-01-17,PERSONAL TRANSFER,2827.75,Net Banking,Other
2026-01-18,RAPIDO RIDE REF254287,2052.88,Wallet,Transport
2026-01-18,DIAGNOSTIC LAB,847.45,Wallet,Healthcare
2026-01-18,PVR CINEMAS REF264637,2535.98,Credit Card,Entertainment
2026-01-18,APARTMENT RENT,18325.01,Cash,Rent
2026-01-18,HP FUEL STATION,2432.37,UPI,Transport
2026-01-18,HOSTEL FEE RENT REF139557,14743.22,Credit Card,Rent
2026-01-18,UPI TRANSFER,5006.66,Debit Card,Other
2026-01-18,MOBILE POSTPAID BILL TXN41619,5565.69,UPI,Bills
2026-01-18,UPI BUS TICKET BLR,1563.4,Net Banking,Transport
2026-01-18,ACT FIBERNET REF488984,359.7,Cash,Bills
2026-01-18,SWIGGY ORDER,1179.83,UPI,Food
2026-01-18,HEALTH CHECKUP,7676.96,Net Banking,Healthcare
2026-01-18,SHOPPING MALL REF340068,5807.74,UPI,Shopping
2026-01-18,ATM FEE,7708.63,UPI,Other
2026-01-19,UPI APARTMENT RENT BLR,5267.1,Cash,Rent
2026-01-19,AMAZON PRIME TXN49801,1093.82,Wallet,Entertainment
2026-01-19,UPI BAKERY PURCHASE VIJAYAWADA,1253.5,Credit Card,Food
2026-01-19,UPI DMART PURCHASE BLR,3835.52,UPI,Shopping
2026-01-19,MEESHO ORDER,3272.0,Wallet,Shopping
2026-01-19,SIP INVESTMENT REF584829,9884.04,Net Banking,Investment
2026-01-19,RELIANCE TRENDS TXN80263,9673.82,Debit Card,Shopping
2026-01-19,UPI TRANSFER,7499.9,Net Banking,Other
2026-01-19,UPI UDEMY COURSE GUNTUR,16289.69,Debit Card,Education
2026-01-19,MCDONALDS ORDER REF757993,896.97,Wallet,Food
2026-01-19,HOSTEL FEE RENT,18251.02,Credit Card,Rent
2026-01-20,BAKERY PURCHASE TXN68466,1104.54,UPI,Food
2026-01-20,EYE HOSPITAL,4662.21,Credit Card,Healthcare
2026-01-20,CLOTHING STORE TXN62545,7005.87,UPI,Shopping
2026-01-20,INVESTMENT ACCOUNT TXN13105,7255.8,Credit Card,Investment
2026-01-20,MISCELLANEOUS PAYMENT REF147111,343.74,Debit Card,Other
2026-01-20,ROOM RENT REF440310,24497.93,Net Banking,Rent
2026-01-20,AUTO RICKSHAW UPI,2199.23,Debit Card,Transport
2026-01-20,INVESTMENT ACCOUNT REF626124,26122.1,Wallet,Investment
2026-01-21,MYNTRA SHOPPING REF560022,2260.97,UPI,Shopping
2026-01-21,CERTIFICATION EXAM,165.77,Wallet,Education
2026-01-21,MISCELLANEOUS PAYMENT,9182.92,UPI,Other
2026-01-21,INVESTMENT ACCOUNT TXN16112,8248.27,Credit Card,Investment
2026-01-21,MOVIE TICKET,2830.14,Debit Card,Entertainment
2026-01-21,MOBILE POSTPAID BILL,810.14,UPI,Bills
2026-01-21,STATIONERY STORE REF844810,14405.61,UPI,Education
2026-01-21,DIAGNOSTIC LAB TXN89466,2220.06,UPI,Healthcare
2026-01-21,MEDICAL STORE REF105010,685.19,Credit Card,Healthcare
2026-01-21,GROCERY FOOD STORE,331.36,Net Banking,Food
2026-01-21,DONATION PAYMENT,5685.79,Net Banking,Other
2026-01-22,GAS BILL PAYMENT,2434.11,UPI,Bills
2026-01-22,OLA CAB TXN53997,1374.27,Credit Card,Transport
2026-01-22,HEALTH CHECKUP,7879.58,Net Banking,Healthcare
2026-01-22,HOUSE RENT TXN70323,5708.38,UPI,Rent
2026-01-22,INVESTMENT ACCOUNT TXN55369,25855.66,Debit Card,Investment
2026-01-22,UPI TRANSFER,1892.58,Cash,Other
2026-01-22,UPI FIXED DEPOSIT GUNTUR,22669.12,Net Banking,Investment
2026-01-22,GIFT PURCHASE TXN33357,6001.87,UPI,Other
2026-01-22,SWIGGY ORDER TXN54213,167.43,Debit Card,Food
2026-01-22,BAKERY PURCHASE REF582557,967.35,UPI,Food
2026-01-22,DONATION PAYMENT,7857.39,Credit Card,Other
2026-01-23,STATIONERY STORE TXN35694,4725.55,UPI,Education
2026-01-23,UPI LIBRARY FEE CHENNAI,17740.48,Cash,Education
2026-01-23,FLIPKART ORDER TXN74336,12036.4,Credit Card,Shopping
2026-01-23,COLLEGE FEE,23170.32,Debit Card,Education
2026-01-23,UPI STOCK INVESTMENT VIJAYAWADA,11674.62,Credit Card,Investment
2026-01-23,PHARMACY UPI REF354533,7350.61,Net Banking,Healthcare
2026-01-23,CLOTHING STORE,12992.47,Net Banking,Shopping
2026-01-23,UPI AMAZON PURCHASE BLR,3843.3,Net Banking,Shopping
2026-01-23,UPI SHOPPING MALL GUNTUR,2916.48,Net Banking,Shopping
2026-01-23,ATM FEE REF750594,8814.43,UPI,Other
2026-01-23,ATM FEE,6179.17,Cash,Other
2026-01-24,APARTMENT RENT TXN64862,11901.18,UPI,Rent
2026-01-24,YOUTUBE PREMIUM,771.11,UPI,Entertainment
2026-01-24,ELECTRICITY BILL TXN90061,3212.18,Credit Card,Bills
2026-01-24,UPI UBER TRIP HYD,2424.11,Net Banking,Transport
2026-01-24,RAILWAY TICKET,2971.34,Net Banking,Transport
2026-01-24,VI MOBILE RECHARGE TXN21858,2317.9,Credit Card,Bills
2026-01-24,JIO RECHARGE REF110113,4366.33,Credit Card,Bills
2026-01-24,VI MOBILE RECHARGE TXN67264,1179.79,Wallet,Bills
2026-01-24,UPI CERTIFICATION EXAM HYD,4357.7,Cash,Education
2026-01-24,LIBRARY FEE,5231.52,Credit Card,Education
2026-01-24,UBER TRIP TXN42098,692.94,UPI,Transport
2026-01-25,DIAGNOSTIC LAB TXN27873,1541.86,Cash,Healthcare
2026-01-25,UPI GIFT PURCHASE BLR,7587.27,Cash,Other
2026-01-25,UPI HP FUEL STATION CHENNAI,2009.89,Credit Card,Transport
2026-01-25,CASH WITHDRAWAL,9904.05,Net Banking,Other
2026-01-25,UPI ACT FIBERNET BLR,648.71,Debit Card,Bills
2026-01-25,HOUSE RENT REF331612,24995.89,UPI,Rent
2026-01-25,DONATION PAYMENT REF832829,6056.05,Cash,Other
2026-01-25,PVR CINEMAS,1487.55,UPI,Entertainment
2026-01-25,UDEMY COURSE,11507.35,Net Banking,Education
2026-01-25,ACCOMMODATION PAYMENT,6359.07,Net Banking,Rent
2026-01-25,DOMINOS PIZZA TXN48367,811.48,Credit Card,Food
2026-01-25,DMART PURCHASE,9799.7,Cash,Shopping
2026-01-26,UPI APOLLO PHARMACY HYD,8412.31,Wallet,Healthcare
2026-01-26,RELIANCE TRENDS TXN71417,3760.91,Debit Card,Shopping
2026-01-26,KFC RESTAURANT,771.63,UPI,Food
2026-01-26,CERTIFICATION EXAM,15574.05,Cash,Education
2026-01-26,ATM FEE TXN67290,6508.79,Wallet,Other
2026-01-26,MONTHLY RENT TXN58727,7592.34,Wallet,Rent
2026-01-26,METRO TICKET TXN43797,2643.04,Cash,Transport
2026-01-27,ELECTRONICS STORE REF381938,8260.91,Credit Card,Shopping
2026-01-27,STATIONERY STORE,19549.71,Net Banking,Education
2026-01-27,UPI HOSPITAL PAYMENT VIJAYAWADA,6866.9,Cash,Healthcare
2026-01-27,HOSPITAL PAYMENT,1322.37,Cash,Healthcare
2026-01-27,INDEX FUND SIP TXN99600,6712.28,Wallet,Investment
2026-01-27,UPI PVR CINEMAS CHENNAI,2898.49,Cash,Entertainment
2026-01-27,UPI STOCK INVESTMENT GUNTUR,4452.93,UPI,Investment
2026-01-27,RESTAURANT PAYMENT,1358.05,Wallet,Food
2026-01-27,MOVIE TICKET,348.63,Credit Card,Entertainment
2026-01-27,BOOK STORE TXN83899,19634.23,Cash,Education
2026-01-27,DMART PURCHASE TXN38732,10520.48,Debit Card,Shopping
2026-01-28,PETROL PUMP,250.83,Net Banking,Transport
2026-01-28,CAFE COFFEE DAY REF810032,1450.09,Debit Card,Food
2026-01-28,UPI SIP INVESTMENT BLR,4752.48,Net Banking,Investment
2026-01-28,HEALTH CHECKUP TXN27992,1181.34,Cash,Healthcare
2026-01-28,COLLEGE FEE TXN28101,4288.17,UPI,Education
2026-01-28,GAME PURCHASE REF463716,2003.89,Cash,Entertainment
2026-01-28,BOOK STORE,9230.7,Wallet,Education
2026-01-28,ROOM RENT,10933.04,Credit Card,Rent
2026-01-28,ACT FIBERNET,2212.69,UPI,Bills
2026-01-28,RECURRING DEPOSIT REF757574,14868.16,Cash,Investment
2026-01-29,UPI FLIPKART ORDER BLR,5306.58,Net Banking,Shopping
2026-01-29,FIXED DEPOSIT,7884.52,Net Banking,Investment
2026-01-29,AJIO PURCHASE,10484.79,Credit Card,Shopping
2026-01-29,MYNTRA SHOPPING,14482.97,Wallet,Shopping
2026-01-29,OLA CAB TXN96721,673.57,Net Banking,Transport
2026-01-29,DMART PURCHASE,7577.69,Net Banking,Shopping
2026-01-29,HOSTEL FEE RENT,5695.56,UPI,Rent
2026-01-29,COURSERA COURSE REF447412,10241.44,Cash,Education
2026-01-29,UPI TRANSFER,8986.44,Debit Card,Other
2026-01-29,CASH WITHDRAWAL,5698.79,Wallet,Other
2026-01-29,CERTIFICATION EXAM REF387193,7017.79,Credit Card,Education
2026-01-29,HOSPITAL PAYMENT,8249.95,Debit Card,Healthcare
2026-01-29,HOSTEL RENT,12459.44,Credit Card,Rent
2026-01-29,ATM FEE TXN50266,6763.72,Wallet,Other
2026-01-29,UPI CAFE COFFEE DAY VIJAYAWADA,1749.15,Credit Card,Food
2026-01-29,SWIGGY ORDER,361.4,Debit Card,Food
2026-01-30,GROCERY FOOD STORE TXN82348,535.58,Debit Card,Food
2026-01-30,DMART PURCHASE,14188.7,Credit Card,Shopping
2026-01-30,ELECTRICITY BILL TXN94549,3884.94,Debit Card,Bills
2026-01-30,CASH WITHDRAWAL,3827.86,Net Banking,Other
2026-01-30,MONTHLY RENT,12220.79,Wallet,Rent
2026-01-30,GAME PURCHASE REF497298,1458.86,Debit Card,Entertainment
2026-01-30,SIP INVESTMENT REF217698,12739.73,Wallet,Investment
2026-01-30,BAKERY PURCHASE TXN25726,1658.5,Cash,Food
2026-01-30,METRO TICKET REF714804,1410.3,Credit Card,Transport
2026-01-30,DOCTOR CONSULTATION,824.91,Debit Card,Healthcare
2026-01-30,TRAINING PROGRAM,20202.83,Cash,Education
2026-01-30,UPI HOSTEL RENT GUNTUR,17096.88,Debit Card,Rent
2026-01-30,SWIGGY ORDER REF438162,338.62,Wallet,Food
2026-01-30,MUTUAL FUND INVESTMENT,11780.94,Wallet,Investment
2026-01-30,RAILWAY TICKET,2924.95,Credit Card,Transport
2026-01-30,PETROL PUMP TXN12794,1067.41,Debit Card,Transport
2026-01-31,PERSONAL TRANSFER,5359.05,Wallet,Other
2026-01-31,TEA SHOP UPI REF458913,1345.66,Credit Card,Food
2026-01-31,UPI AMAZON PURCHASE VIJAYAWADA,9964.14,Wallet,Shopping
2026-01-31,ONLINE COURSE PAYMENT,175.21,Credit Card,Education
2026-01-31,LIBRARY FEE,15083.34,UPI,Education
2026-01-31,GAME PURCHASE,3599.01,Net Banking,Entertainment
2026-01-31,PG RENT PAYMENT TXN67361,24338.88,UPI,Rent
2026-01-31,INVESTMENT ACCOUNT TXN92358,29177.0,UPI,Investment
2026-01-31,GAS BILL PAYMENT,3441.59,Cash,Bills
2026-01-31,AMAZON PRIME REF718956,1395.65,Debit Card,Entertainment
2026-02-01,ELECTRONICS STORE TXN80806,9527.19,Debit Card,Shopping
2026-02-01,UPI VI MOBILE RECHARGE HYD,1272.2,Credit Card,Bills
2026-02-01,INDEX FUND SIP TXN68438,9394.91,Credit Card,Investment
2026-02-01,GIFT PURCHASE,4426.64,Credit Card,Other
2026-02-01,UPI BOOK STORE CHENNAI,597.38,UPI,Education
2026-02-01,DENTAL CLINIC REF208137,4743.99,Net Banking,Healthcare
2026-02-01,BOOK STORE,828.03,Debit Card,Education
2026-02-01,GROCERY FOOD STORE,880.67,Net Banking,Food
2026-02-01,OLA CAB REF197758,1312.67,Wallet,Transport
2026-02-01,INDIAN OIL PETROL,2813.52,UPI,Transport
2026-02-01,AMAZON PRIME,2488.97,UPI,Entertainment
2026-02-01,UPI CAFE COFFEE DAY HYD,1063.79,Credit Card,Food
2026-02-01,UPI CASH WITHDRAWAL CHENNAI,8768.15,UPI,Other
2026-02-01,GAS BILL PAYMENT TXN53721,2990.6,Debit Card,Bills
2026-02-01,ROOM RENT,17986.18,Net Banking,Rent
2026-02-02,DENTAL CLINIC TXN61654,8651.31,UPI,Healthcare
2026-02-02,UPI RESTAURANT PAYMENT CHENNAI,177.19,Debit Card,Food
2026-02-02,HEALTH CHECKUP,7619.0,Wallet,Healthcare
2026-02-02,UPI TRANSFER TXN57731,7225.34,Cash,Other
2026-02-02,MOBILE POSTPAID BILL REF620287,929.8,UPI,Bills
2026-02-02,ELECTRICITY BILL REF315770,2254.82,UPI,Bills
2026-02-02,ACCOMMODATION PAYMENT TXN25559,24574.76,Wallet,Rent
2026-02-02,TEA SHOP UPI,1794.56,Wallet,Food
2026-02-03,DMART PURCHASE REF195189,2268.8,Credit Card,Shopping
2026-02-03,UPI BAKERY PURCHASE BLR,434.77,Net Banking,Food
2026-02-03,PG RENT PAYMENT,12201.07,Cash,Rent
2026-02-03,BOOK STORE,6799.99,Wallet,Education
2026-02-03,DMART PURCHASE,10755.47,Cash,Shopping
2026-02-03,TRAINING PROGRAM,23099.93,Debit Card,Education
2026-02-03,INOX MOVIES REF544803,760.67,Wallet,Entertainment
2026-02-03,PERSONAL TRANSFER REF620122,8487.23,Cash,Other
2026-02-03,ELECTRICITY BILL,2504.3,UPI,Bills
2026-02-03,AUTO RICKSHAW UPI REF162771,455.08,Credit Card,Transport
2026-02-03,HOUSE RENT REF287320,3240.94,Credit Card,Rent
2026-02-04,MISCELLANEOUS PAYMENT,8604.01,Credit Card,Other
2026-02-04,UPI DIAGNOSTIC LAB BLR,6111.75,Wallet,Healthcare
2026-02-04,HOSPITAL PAYMENT,5407.44,UPI,Healthcare
2026-02-04,UPI MISCELLANEOUS PAYMENT GUNTUR,1141.85,Wallet,Other
2026-02-04,KFC RESTAURANT TXN88795,575.41,UPI,Food
2026-02-04,INDIAN OIL PETROL,192.75,Wallet,Transport
2026-02-04,ACT FIBERNET TXN39531,2194.5,Credit Card,Bills
2026-02-04,INVESTMENT ACCOUNT TXN77385,6359.49,Credit Card,Investment
2026-02-04,DENTAL CLINIC TXN57448,2886.28,UPI,Healthcare
2026-02-04,SIP INVESTMENT,21245.37,Wallet,Investment
2026-02-04,UPI RECURRING DEPOSIT BLR,29554.26,Debit Card,Investment
2026-02-05,OLA CAB TXN48378,1783.7,Credit Card,Transport
2026-02-05,YOUTUBE PREMIUM,1140.55,Net Banking,Entertainment
2026-02-05,UPI DENTAL CLINIC BLR,1631.2,Credit Card,Healthcare
2026-02-05,UPI MOVIE TICKET CHENNAI,3724.85,Net Banking,Entertainment
2026-02-05,MUTUAL FUND INVESTMENT,11373.28,Wallet,Investment
2026-02-05,GAME PURCHASE TXN18527,1402.65,Net Banking,Entertainment
2026-02-05,MEDICAL STORE TXN37559,8254.75,Cash,Healthcare
2026-02-05,PVR CINEMAS TXN48502,421.0,UPI,Entertainment
2026-02-06,BUS TICKET,1030.88,UPI,Transport
2026-02-06,MYNTRA SHOPPING REF476380,3613.26,Debit Card,Shopping
2026-02-06,DENTAL CLINIC TXN79423,3453.74,Net Banking,Healthcare
2026-02-06,BUS TICKET,1820.87,Credit Card,Transport
2026-02-06,GAME PURCHASE REF454180,3716.95,Credit Card,Entertainment
2026-02-06,MISCELLANEOUS PAYMENT,7742.85,Debit Card,Other
2026-02-06,DENTAL CLINIC TXN20735,4756.04,Cash,Healthcare
2026-02-07,UPI ACCOMMODATION PAYMENT CHENNAI,21712.9,Net Banking,Rent
2026-02-07,SIP INVESTMENT,15891.74,Net Banking,Investment
2026-02-07,AMAZON PRIME,634.57,UPI,Entertainment
2026-02-07,BROADBAND BILL TXN92709,1993.11,UPI,Bills
2026-02-07,KFC RESTAURANT,1555.47,Cash,Food
2026-02-07,ELECTRICITY BILL TXN95381,1478.96,Wallet,Bills
2026-02-07,HOSTEL RENT,14010.47,Debit Card,Rent
2026-02-08,HOTSTAR SUBSCRIPTION TXN99619,2889.34,UPI,Entertainment
2026-02-08,UPI DENTAL CLINIC GUNTUR,4626.52,UPI,Healthcare
2026-02-08,ONLINE COURSE PAYMENT,2210.5,UPI,Education
2026-02-08,UPI ELECTRICITY BILL BLR,3661.6,Credit Card,Bills
2026-02-08,SIP INVESTMENT REF930892,2334.0,UPI,Investment
2026-02-08,UPI ONLINE COURSE PAYMENT HYD,24526.19,Wallet,Education
2026-02-08,DENTAL CLINIC,2029.35,Net Banking,Healthcare
2026-02-09,UPI MEDPLUS PHARMACY GUNTUR,238.6,Credit Card,Healthcare
2026-02-09,KFC RESTAURANT,929.86,Net Banking,Food
2026-02-09,EXAM FEE,15504.7,Cash,Education
2026-02-09,SWIGGY ORDER,272.54,Wallet,Food
2026-02-09,UPI HOSTEL FEE RENT GUNTUR,21495.07,Debit Card,Rent
2026-02-09,TEA SHOP UPI TXN26551,1166.27,Net Banking,Food
2026-02-09,UPI INVESTMENT ACCOUNT GUNTUR,15237.54,Debit Card,Investment
2026-02-09,OLA CAB,1559.11,Debit Card,Transport
2026-02-09,EYE HOSPITAL,7598.5,Wallet,Healthcare
2026-02-10,INOX MOVIES TXN29249,351.12,Net Banking,Entertainment
2026-02-10,DENTAL CLINIC,5207.88,Net Banking,Healthcare
2026-02-10,YOUTUBE PREMIUM TXN71129,2904.19,Credit Card,Entertainment
2026-02-10,UPI MCDONALDS ORDER BLR,1047.17,Net Banking,Food
2026-02-10,ACCOMMODATION PAYMENT REF722240,14630.63,Cash,Rent
2026-02-10,AMAZON PURCHASE REF549350,5196.09,Credit Card,Shopping
2026-02-11,UPI PERSONAL TRANSFER HYD,8808.26,Wallet,Other
2026-02-11,HOSTEL RENT TXN60367,20721.2,Wallet,Rent
2026-02-11,VI MOBILE RECHARGE,1154.74,Net Banking,Bills
2026-02-11,GIFT PURCHASE,387.18,UPI,Other
2026-02-11,MUTUAL FUND INVESTMENT,20187.33,Cash,Investment
2026-02-11,UPI CAFE COFFEE DAY HYD,163.93,UPI,Food
2026-02-11,ONLINE COURSE PAYMENT,22409.84,Cash,Education
2026-02-11,MONTHLY RENT TXN67379,22707.17,Debit Card,Rent
2026-02-12,AUTO RICKSHAW UPI REF677347,2907.67,Debit Card,Transport
2026-02-12,RAPIDO RIDE,2040.69,UPI,Transport
2026-02-12,MOBILE POSTPAID BILL,356.79,Net Banking,Bills
2026-02-12,GIFT PURCHASE REF178380,8662.51,Credit Card,Other
2026-02-12,UPI GIFT PURCHASE BLR,5056.31,Debit Card,Other
2026-02-12,TEA SHOP UPI REF904016,786.61,Debit Card,Food
2026-02-12,UPI KFC RESTAURANT GUNTUR,130.2,Debit Card,Food
2026-02-12,VI MOBILE RECHARGE,3011.74,UPI,Bills
2026-02-12,MISCELLANEOUS PAYMENT,3366.64,Net Banking,Other
2026-02-12,MUTUAL FUND INVESTMENT REF772962,20744.09,Wallet,Investment
2026-02-13,OLA CAB TXN80968,1259.54,Cash,Transport
2026-02-13,GAME PURCHASE,1402.4,Net Banking,Entertainment
2026-02-13,RECURRING DEPOSIT REF512663,4208.29,Wallet,Investment
2026-02-13,PETROL PUMP,711.25,Credit Card,Transport
2026-02-13,BUS TICKET,2212.86,UPI,Transport
2026-02-13,RECURRING DEPOSIT,3788.37,Debit Card,Investment
2026-02-13,INDEX FUND SIP TXN13457,17803.43,Net Banking,Investment
2026-02-13,UPI OLA CAB VIJAYAWADA,2550.39,Debit Card,Transport
2026-02-13,DONATION PAYMENT,7641.49,Net Banking,Other
2026-02-14,FLIPKART ORDER,7696.16,Cash,Shopping
2026-02-14,MYNTRA SHOPPING TXN62522,12987.22,UPI,Shopping
2026-02-14,ACCOMMODATION PAYMENT,16837.91,Debit Card,Rent
2026-02-14,UPI TRANSFER REF170849,1849.7,Debit Card,Other
2026-02-14,EYE HOSPITAL,9256.25,Net Banking,Healthcare
2026-02-14,INVESTMENT ACCOUNT TXN52310,11830.0,Debit Card,Investment
2026-02-14,UPI ENTERTAINMENT EVENT VIJAYAWADA,3534.33,Debit Card,Entertainment
2026-02-14,MEDPLUS PHARMACY REF433920,9440.07,Wallet,Healthcare
2026-02-14,HOUSE RENT REF744810,9505.58,Credit Card,Rent
2026-02-14,FIXED DEPOSIT,29737.85,Wallet,Investment
2026-02-15,VI MOBILE RECHARGE,4234.21,Net Banking,Bills
2026-02-15,MUTUAL FUND INVESTMENT,14091.11,Cash,Investment
2026-02-15,METRO TICKET REF801669,1411.98,UPI,Transport
2026-02-15,STATIONERY STORE REF529776,7755.23,Wallet,Education
2026-02-15,UPI BAKERY PURCHASE BLR,479.43,UPI,Food
2026-02-15,GIFT PURCHASE,9768.62,Credit Card,Other
2026-02-15,PERSONAL TRANSFER REF184718,311.85,Debit Card,Other
2026-02-15,UPI BAKERY PURCHASE GUNTUR,351.38,Cash,Food
2026-02-16,HOSTEL RENT REF157854,23819.75,Debit Card,Rent
2026-02-16,MOBILE POSTPAID BILL REF990379,323.88,Credit Card,Bills
2026-02-16,UPI MEESHO ORDER VIJAYAWADA,7912.45,Cash,Shopping
2026-02-16,MOBILE POSTPAID BILL,4537.1,Cash,Bills
2026-02-16,UPI YOUTUBE PREMIUM GUNTUR,1006.25,Cash,Entertainment
2026-02-16,COLLEGE FEE REF265579,21512.3,Wallet,Education
2026-02-16,GAS BILL PAYMENT,637.59,Net Banking,Bills
2026-02-16,FLIPKART ORDER,1910.79,UPI,Shopping
2026-02-16,UPI TRANSFER,8901.35,Cash,Other
2026-02-17,HOUSE RENT,11536.53,Cash,Rent
2026-02-17,TRAINING PROGRAM TXN20545,21045.42,Credit Card,Education
2026-02-17,DMART PURCHASE,3081.57,Wallet,Shopping
2026-02-17,UPI INVESTMENT ACCOUNT CHENNAI,13591.0,UPI,Investment
2026-02-17,ATM FEE REF499973,3677.49,Debit Card,Other
2026-02-17,STOCK INVESTMENT,27081.57,UPI,Investment
2026-02-17,DOCTOR CONSULTATION REF555052,9785.54,Wallet,Healthcare
2026-02-17,UPI UDEMY COURSE VIJAYAWADA,3160.62,UPI,Education
2026-02-17,COURSERA COURSE TXN51620,16125.69,UPI,Education
2026-02-17,UPI APARTMENT RENT HYD,18856.54,Debit Card,Rent
2026-02-17,GIFT PURCHASE,3430.58,Cash,Other
2026-02-17,NETFLIX SUBSCRIPTION,2484.75,Credit Card,Entertainment
2026-02-18,HP FUEL STATION TXN45186,529.54,Cash,Transport
2026-02-18,LIBRARY FEE TXN44500,15362.0,Credit Card,Education
2026-02-18,YOUTUBE PREMIUM,301.02,Net Banking,Entertainment
2026-02-18,UPI SPOTIFY PREMIUM CHENNAI,3451.66,Debit Card,Entertainment
2026-02-18,BOOK STORE,8238.46,Net Banking,Education
2026-02-18,COLLEGE FEE REF574012,6910.84,Debit Card,Education
2026-02-18,MYNTRA SHOPPING,9583.26,Net Banking,Shopping
2026-02-18,KFC RESTAURANT,709.26,Net Banking,Food
2026-02-19,RECURRING DEPOSIT TXN91418,11336.89,Net Banking,Investment
2026-02-19,HOUSE RENT REF626496,15934.29,Net Banking,Rent
2026-02-19,PERSONAL TRANSFER REF269237,129.7,Net Banking,Other
2026-02-19,INVESTMENT ACCOUNT TXN83979,3975.71,UPI,Investment
2026-02-19,METRO TICKET,2771.44,Credit Card,Transport
2026-02-19,UPI UPI TRANSFER CHENNAI,6497.95,Wallet,Other
2026-02-19,TEA SHOP UPI,1625.0,Net Banking,Food
2026-02-19,DONATION PAYMENT,6967.34,UPI,Other
2026-02-19,STATIONERY STORE TXN65744,14125.83,Net Banking,Education
2026-02-19,HOSTEL RENT,21097.98,Wallet,Rent
2026-02-19,UPI INOX MOVIES VIJAYAWADA,3371.69,UPI,Entertainment
2026-02-20,MOVIE TICKET REF658540,3336.31,Net Banking,Entertainment
2026-02-20,JIO RECHARGE,858.16,Debit Card,Bills
2026-02-20,UPI STATIONERY STORE BLR,17955.16,Credit Card,Education
2026-02-20,UPI TRANSFER,6044.52,Net Banking,Other
2026-02-20,EXAM FEE,652.05,Debit Card,Education
2026-02-20,PVR CINEMAS,2763.16,Net Banking,Entertainment
2026-02-20,FIXED DEPOSIT REF571152,12259.83,UPI,Investment
2026-02-20,UPI ROOM RENT CHENNAI,8439.43,UPI,Rent
2026-02-20,CLOTHING STORE TXN61213,8837.91,Wallet,Shopping
2026-02-20,CAFE COFFEE DAY REF113236,1184.7,Wallet,Food
2026-02-20,INDEX FUND SIP REF800462,25758.32,Cash,Investment
2026-02-20,GROCERY FOOD STORE REF813753,1345.81,Net Banking,Food
2026-02-20,PETROL PUMP,2735.37,Debit Card,Transport
2026-02-20,WATER BILL,3913.52,Wallet,Bills
2026-02-20,RELIANCE TRENDS TXN46421,2416.64,Credit Card,Shopping
2026-02-20,MUTUAL FUND INVESTMENT TXN22960,7223.83,Credit Card,Investment
2026-02-20,UPI PETROL PUMP GUNTUR,1876.25,UPI,Transport
2026-02-20,NETFLIX SUBSCRIPTION TXN94825,1018.35,Net Banking,Entertainment
2026-02-20,BUS TICKET,512.22,Net Banking,Transport
2026-02-20,HP FUEL STATION REF777071,2487.42,Wallet,Transport
2026-02-20,UPI GROCERY FOOD STORE VIJAYAWADA,934.9,Credit Card,Food
2026-02-20,UPI METRO TICKET GUNTUR,1731.02,Wallet,Transport
2026-02-20,SHOPPING MALL TXN72031,14679.41,Net Banking,Shopping
2026-02-20,UBER TRIP,215.69,Net Banking,Transport
2026-02-20,MCDONALDS ORDER,552.14,Credit Card,Food
2026-02-21,NETFLIX SUBSCRIPTION,1883.75,Net Banking,Entertainment
2026-02-21,AUTO RICKSHAW UPI,996.34,Wallet,Transport
2026-02-21,DOCTOR CONSULTATION,7751.54,Wallet,Healthcare
2026-02-21,BROADBAND BILL,1610.6,Debit Card,Bills
2026-02-21,APOLLO PHARMACY TXN56512,2300.83,Net Banking,Healthcare
2026-02-21,MUTUAL FUND INVESTMENT,20139.12,Wallet,Investment
2026-02-21,UPI AIRTEL RECHARGE VIJAYAWADA,2539.41,UPI,Bills
2026-02-21,APARTMENT RENT,7023.18,Cash,Rent
2026-02-21,GROCERY FOOD STORE,189.92,Wallet,Food
2026-02-21,MOVIE TICKET TXN72102,587.18,Debit Card,Entertainment
2026-02-21,GOLD SAVINGS,16625.29,UPI,Investment
2026-02-21,MOVIE TICKET,376.93,Credit Card,Entertainment
2026-02-21,DONATION PAYMENT,1571.71,Wallet,Other
2026-02-22,UPI MISCELLANEOUS PAYMENT VIJAYAWADA,2621.45,Debit Card,Other
2026-02-22,SIP INVESTMENT REF908382,12211.87,UPI,Investment
2026-02-22,UBER TRIP,1584.26,Cash,Transport
2026-02-22,INOX MOVIES TXN52367,2111.23,Cash,Entertainment
2026-02-22,HP FUEL STATION TXN39999,1374.24,Debit Card,Transport
2026-02-22,PVR CINEMAS TXN81102,1760.24,Credit Card,Entertainment
2026-02-22,LIBRARY FEE REF182485,15040.18,Cash,Education
2026-02-22,MOBILE POSTPAID BILL,2154.62,Debit Card,Bills
2026-02-22,ZOMATO FOOD ORDER TXN18141,952.33,Wallet,Food
